Value,Condition,Language,Message
0,further/split,Chinese,啊。。
0,further/split,Chinese,黄色
0,further/split,Chinese,？？？
0,further/split,Chinese,绿色
0,equal/far,Chinese,上个目标是蓝色，为什么说了绿色？
0,equal/far,Chinese,红
0,equal/far,Chinese,那次也是。。
0,equal/far,Chinese,蓝色
0,closer/close,Chinese,绿色
0,further/split,Chinese,蓝色
1,further/split,Chinese,上个颜色肯定不是绿色
0,equal/far,Chinese,又来了
0,equal/far,Chinese,蓝色
0,closer/close,Chinese,鹦鹉绿
0,closer/close,Chinese,鹦鹉。。。？
0,closer/close,Chinese,这是什么意思
0,closer/close,Chinese,深绿色
0,closer/close,Chinese,红
0,closer/close,Chinese,哪一个红？
0,closer/close,Chinese,黑暗
0,closer/close,Chinese,紫色
0,further/split,Chinese,棕色
0,further/split,Chinese,:(
0,further/split,Chinese,:c
0,further/split,Chinese,绿色
0,closer/close,Chinese,:(((((
0,closer/close,Chinese,蓝色
0,closer/close,Chinese,are you an english speaker?
0,closer/close,Chinese,深绿色
0,further/split,Chinese,粉
0,closer/close,Chinese,你是描述带着黑框的颜色吗？
0,closer/close,Chinese,浅粉红色
0,closer/close,Chinese,深绿色
0,further/split,Chinese,绿色
0,equal/far,Chinese,绿色
0,equal/far,Chinese,绿色
1,equal/far,Chinese,诶，你在做什么？目标颜不是绿色，是红色
0,equal/far,Chinese,绿色
0,equal/far,Chinese,诶，你听懂我吗
0,closer/close,Chinese,深绿色
0,further/split,Chinese,绿色
0,equal/far,Chinese,黄色
0,closer/close,Chinese,深绿色
0,equal/far,Chinese,深绿色
0,equal/far,Chinese,绿色
0,further/split,Chinese,绿色
0,further/split,Chinese,黄色
0,equal/far,Chinese,绿色
0,equal/far,Chinese,绿色
0,further/split,Chinese,绿色
0,further/split,Chinese,粉
0,equal/far,Chinese,蓝色
0,equal/far,Chinese,蓝色
0,equal/far,Chinese,蓝色
0,closer/close,Chinese,蓝色
0,closer/close,Chinese,蓝色
0,further/split,Chinese,灰色
0,equal/far,Chinese,蓝色
0,equal/far,Chinese,粉
0,further/split,Chinese,灰色
0,further/split,Chinese,灰色
0,further/split,Chinese,深绿色
0,further/split,Chinese,灰色
0,further/split,Chinese,紫色
0,closer/close,Chinese,紫色
0,equal/far,Chinese,绿色
0,equal/far,Chinese,黄色
0,equal/far,Chinese,黄色
0,closer/close,Chinese,紫色
0,further/split,Chinese,蓝色
0,closer/close,Chinese,蓝色
0,closer/close,Chinese,灰色
0,closer/close,Chinese,灰色
0,closer/close,Chinese,棕色
0,closer/close,Chinese,深蓝
0,equal/far,Chinese,深蓝
0,closer/close,Chinese,深灰色
0,further/split,Chinese,深灰色
0,closer/close,Chinese,棕色
0,further/split,Chinese,紫色
0,equal/far,Chinese,黄色
0,further/split,Chinese,灰色
0,closer/close,Chinese,深绿色
0,further/split,Chinese,黄色
0,equal/far,Chinese,粉
0,closer/close,Chinese,淡黄色
0,equal/far,Chinese,绿色
0,closer/close,Chinese,紫色
0,closer/close,Chinese,深绿色
0,equal/far,Chinese,灰色
0,further/split,Chinese,棕色
0,further/split,Chinese,灰黃色
0,closer/close,Chinese,粉紫色 
0,equal/far,Chinese,绿色
0,further/split,Chinese,绿色
0,further/split,Chinese,最亮的那一個
0,closer/close,Chinese,灰色
0,further/split,Chinese,灰色
0,further/split,Chinese,有點綠
0,further/split,Chinese,棕色
0,closer/close,Chinese,紫色
0,closer/close,Chinese,都是紫色那一個
0,closer/close,Chinese,比較土的那一個
0,equal/far,Chinese,灰色
0,closer/close,Chinese,淡紫色
0,equal/far,Chinese,绿色
0,equal/far,Chinese,很鮮艷
0,equal/far,Chinese,灰狼
0,equal/far,Chinese,蓝
0,closer/close,Chinese,紅紫色
0,closer/close,Chinese,紫色
0,equal/far,Chinese,灰黃色
0,equal/far,Chinese,绿色
0,equal/far,Chinese,绿色
0,closer/close,Chinese,蓝色
0,closer/close,Chinese,比較暗的
0,equal/far,Chinese,灰色
0,closer/close,Chinese,棕色
0,further/split,Chinese,棕色
0,further/split,Chinese,亮粉色
0,closer/close,Chinese,綠色草地上
0,equal/far,Chinese,綠色
0,closer/close,Chinese,紫色
0,closer/close,Chinese,亮
0,closer/close,Chinese,红
0,equal/far,Chinese,灰色
0,further/split,Chinese,灰绿色
0,closer/close,Chinese,绿黄色
0,equal/far,Chinese,黄色
0,further/split,Chinese,蓝
0,further/split,Chinese,灰
0,further/split,Chinese,绿
0,closer/close,Chinese,紫色
0,equal/far,Chinese,绿
0,further/split,Chinese,绿
0,further/split,Chinese,有兩個那一個
0,further/split,Chinese,顏色比較重的那個
0,further/split,Chinese,绿色
0,further/split,Chinese,很鮮艷
0,further/split,Chinese,亮粉色
0,further/split,Chinese,灰色
0,closer/close,Chinese,最淡得那個
0,closer/close,Chinese,蓝灰色
0,closer/close,Chinese,最淡得那個
0,equal/far,Chinese,棕紫色
0,equal/far,Chinese,棕紫色
0,further/split,Chinese,亮 蓝色
0,further/split,Chinese,灰色
0,equal/far,Chinese,蓝色
0,equal/far,Chinese,红 亮粉色
0,equal/far,Chinese,红粉色
0,closer/close,Chinese,粉色
0,further/split,Chinese,绿
0,closer/close,Chinese,淡紫色
0,closer/close,Chinese,淡紫色
0,equal/far,Chinese,蓝色
0,equal/far,Chinese,蓝色
0,further/split,Chinese,蓝色
0,closer/close,Chinese,淡绿色
0,equal/far,Chinese,蓝色.
0,equal/far,Chinese,灰色
0,equal/far,Chinese,红
0,equal/far,Chinese,蓝色
0,further/split,Chinese,亮绿色 
0,further/split,Chinese,淡绿色
0,equal/far,Chinese,蓝色
0,further/split,Chinese,紫色
0,equal/far,Chinese,紫色
0,closer/close,Chinese,灰色
0,closer/close,Chinese,淡蓝色
0,equal/far,Chinese,绿色 亮
0,further/split,Chinese,淡蓝色
0,equal/far,Chinese,蓝色
0,equal/far,Chinese,淡蓝色
0,closer/close,Chinese,紫色
0,further/split,Chinese,蓝色
0,equal/far,Chinese,浅褐色
0,further/split,Chinese,橙子
0,further/split,Chinese,绿色
0,equal/far,Chinese,橙子
0,further/split,Chinese,淡紫色
0,closer/close,Chinese,粉红色
0,closer/close,Chinese,淡紫色
0,closer/close,Chinese,淡紫色
0,closer/close,Chinese,淡紫色
0,closer/close,Chinese,淡紫色
0,further/split,Chinese,橙子色
0,closer/close,Chinese, 亮绿色 
0,further/split,Chinese,蓝色
0,further/split,Chinese,紫色
0,closer/close,Chinese,蓝紫色
0,equal/far,Chinese,红
0,further/split,Chinese,淡蓝色
0,equal/far,Chinese,淡蓝色
0,closer/close,Chinese,淡绿色
0,further/split,Chinese,蓝色
0,equal/far,Chinese,黄色
0,further/split,Chinese,黄色
0,equal/far,Chinese,紫色
0,closer/close,Chinese,淡紫色
0,closer/close,Chinese,黄色
0,further/split,Chinese,浅褐色
0,closer/close,Chinese,绿色
