superlative,Condition,Language,Message
False,further/split,Chinese,啊。。
False,further/split,Chinese,黄色
False,further/split,Chinese,？？？
False,further/split,Chinese,绿色
False,equal/far,Chinese,上个目标是蓝色，为什么说了绿色？
False,equal/far,Chinese,红
False,equal/far,Chinese,那次也是。。
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,绿色
False,further/split,Chinese,蓝色
False,further/split,Chinese,上个颜色肯定不是绿色
False,equal/far,Chinese,又来了
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,鹦鹉绿
False,closer/close,Chinese,鹦鹉。。。？
False,closer/close,Chinese,这是什么意思
False,closer/close,Chinese,深绿色
False,closer/close,Chinese,红
False,closer/close,Chinese,哪一个红？
False,closer/close,Chinese,黑暗
False,closer/close,Chinese,紫色
False,further/split,Chinese,棕色
False,further/split,Chinese,:(
False,further/split,Chinese,:c
False,further/split,Chinese,绿色
False,closer/close,Chinese,:(((((
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,are you an english speaker?
False,closer/close,Chinese,深绿色
False,further/split,Chinese,粉
False,closer/close,Chinese,你是描述带着黑框的颜色吗？
False,closer/close,Chinese,浅粉红色
False,closer/close,Chinese,深绿色
False,further/split,Chinese,绿色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,诶，你在做什么？目标颜不是绿色，是红色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,诶，你听懂我吗
False,closer/close,Chinese,深绿色
False,further/split,Chinese,绿色
False,equal/far,Chinese,黄色
False,closer/close,Chinese,深绿色
False,equal/far,Chinese,深绿色
False,equal/far,Chinese,绿色
False,further/split,Chinese,绿色
False,further/split,Chinese,黄色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,绿色
False,further/split,Chinese,绿色
False,further/split,Chinese,粉
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,蓝色
False,further/split,Chinese,灰色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,粉
False,further/split,Chinese,灰色
False,further/split,Chinese,灰色
False,further/split,Chinese,深绿色
False,further/split,Chinese,灰色
False,further/split,Chinese,紫色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,黄色
False,equal/far,Chinese,黄色
False,closer/close,Chinese,紫色
False,further/split,Chinese,蓝色
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,棕色
False,closer/close,Chinese,深蓝
False,equal/far,Chinese,深蓝
False,closer/close,Chinese,深灰色
False,further/split,Chinese,深灰色
False,closer/close,Chinese,棕色
False,further/split,Chinese,紫色
False,equal/far,Chinese,黄色
False,further/split,Chinese,灰色
False,closer/close,Chinese,深绿色
False,further/split,Chinese,黄色
False,equal/far,Chinese,粉
False,closer/close,Chinese,淡黄色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,深绿色
False,equal/far,Chinese,灰色
False,further/split,Chinese,棕色
False,further/split,Chinese,灰黃色
False,closer/close,Chinese,粉紫色 
False,equal/far,Chinese,绿色
False,further/split,Chinese,绿色
True,further/split,Chinese,最亮的那一個
False,closer/close,Chinese,灰色
False,further/split,Chinese,灰色
False,further/split,Chinese,有點綠
False,further/split,Chinese,棕色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,都是紫色那一個
False,closer/close,Chinese,比較土的那一個
False,equal/far,Chinese,灰色
False,closer/close,Chinese,淡紫色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,很鮮艷
False,equal/far,Chinese,灰狼
False,equal/far,Chinese,蓝
False,closer/close,Chinese,紅紫色
False,closer/close,Chinese,紫色
False,equal/far,Chinese,灰黃色
False,equal/far,Chinese,绿色
False,equal/far,Chinese,绿色
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,比較暗的
False,equal/far,Chinese,灰色
False,closer/close,Chinese,棕色
False,further/split,Chinese,棕色
False,further/split,Chinese,亮粉色
False,closer/close,Chinese,綠色草地上
False,equal/far,Chinese,綠色
False,closer/close,Chinese,紫色
False,closer/close,Chinese,亮
False,closer/close,Chinese,红
False,equal/far,Chinese,灰色
False,further/split,Chinese,灰绿色
False,closer/close,Chinese,绿黄色
False,equal/far,Chinese,黄色
False,further/split,Chinese,蓝
False,further/split,Chinese,灰
False,further/split,Chinese,绿
False,closer/close,Chinese,紫色
False,equal/far,Chinese,绿
False,further/split,Chinese,绿
False,further/split,Chinese,有兩個那一個
False,further/split,Chinese,顏色比較重的那個
False,further/split,Chinese,绿色
False,further/split,Chinese,很鮮艷
False,further/split,Chinese,亮粉色
False,further/split,Chinese,灰色
True,closer/close,Chinese,最淡得那個
False,closer/close,Chinese,蓝灰色
True,closer/close,Chinese,最淡得那個
False,equal/far,Chinese,棕紫色
False,equal/far,Chinese,棕紫色
False,further/split,Chinese,亮 蓝色
False,further/split,Chinese,灰色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,红 亮粉色
False,equal/far,Chinese,红粉色
False,closer/close,Chinese,粉色
False,further/split,Chinese,绿
False,closer/close,Chinese,淡紫色
False,closer/close,Chinese,淡紫色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,蓝色
False,closer/close,Chinese,淡绿色
False,equal/far,Chinese,蓝色.
False,equal/far,Chinese,灰色
False,equal/far,Chinese,红
False,equal/far,Chinese,蓝色
False,further/split,Chinese,亮绿色 
False,further/split,Chinese,淡绿色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,紫色
False,equal/far,Chinese,紫色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,淡蓝色
False,equal/far,Chinese,绿色 亮
False,further/split,Chinese,淡蓝色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,淡蓝色
False,closer/close,Chinese,紫色
False,further/split,Chinese,蓝色
False,equal/far,Chinese,浅褐色
False,further/split,Chinese,橙子
False,further/split,Chinese,绿色
False,equal/far,Chinese,橙子
False,further/split,Chinese,淡紫色
False,closer/close,Chinese,粉红色
False,closer/close,Chinese,淡紫色
False,closer/close,Chinese,淡紫色
False,closer/close,Chinese,淡紫色
False,closer/close,Chinese,淡紫色
False,further/split,Chinese,橙子色
False,closer/close,Chinese, 亮绿色 
False,further/split,Chinese,蓝色
False,further/split,Chinese,紫色
False,closer/close,Chinese,蓝紫色
False,equal/far,Chinese,红
False,further/split,Chinese,淡蓝色
False,equal/far,Chinese,淡蓝色
False,closer/close,Chinese,淡绿色
False,further/split,Chinese,蓝色
False,equal/far,Chinese,黄色
False,further/split,Chinese,黄色
False,equal/far,Chinese,紫色
False,closer/close,Chinese,淡紫色
False,closer/close,Chinese,黄色
False,further/split,Chinese,浅褐色
False,closer/close,Chinese,绿色
False,closer/close,Chinese,比較淺的綠色
False,closer/close,Chinese,淺紫色
False,equal/far,Chinese,綠色
False,equal/far,Chinese,淺紫色
False,further/split,Chinese,蓝色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,比較淺的綠色
False,further/split,Chinese,粉紅色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,淺紫色
False,equal/far,Chinese,蓝色
False,further/split,Chinese,綠色
False,further/split,Chinese,綠色
False,closer/close,Chinese,綠色
False,further/split,Chinese,黃色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,灰色
False,equal/far,Chinese,比較淺的綠色
False,closer/close,Chinese,比較淺的綠色
False,further/split,Chinese,綠色
False,further/split,Chinese,淺紫色
False,further/split,Chinese,淺的綠色
False,closer/close,Chinese,淺紫色
False,closer/close,Chinese,淺的綠色
False,equal/far,Chinese,灰色
False,closer/close,Chinese,紅色
False,closer/close,Chinese,  哪一個都是紅的
True,closer/close,Chinese,最紅的那個
False,further/split,Chinese,紅
False,equal/far,Chinese,藍綠色
False,equal/far,Chinese,棕色
True,closer/close,Chinese,最淡的那個
False,further/split,Chinese,紅粉色
False,closer/close,Chinese,灰色
False,further/split,Chinese,灰色
False,equal/far,Chinese,紫色
False,further/split,Chinese,蓝色
False,further/split,Chinese,灰色
False,closer/close,Chinese,綠色
False,closer/close,Chinese,蓝紫色
False,closer/close,Chinese,蓝色
False,closer/close,Chinese,灰色
False,closer/close,Chinese,棕色 橙色
False,closer/close,Chinese,橙色
True,closer/close,Chinese,最淡的那個
False,equal/far,Chinese,綠色
False,equal/far,Chinese,蓝色
False,equal/far,Chinese,黃色
False,further/split,Chinese,綠色
False,further/split,Chinese,  黃灰色
False,equal/far,Chinese,紫色
False,equal/far,Chinese,蓝色
False,closer/close,Chinese,中紫色
False,further/split,Chinese,綠色
False,further/split,Chinese,?
False,equal/far,Chinese,绿色
False,equal/far,Chinese,啊 来了
False,equal/far,Chinese,基佬
False,equal/far,Chinese,的颜色
False,equal/far,Chinese,天
False,equal/far,Chinese,天空
False,equal/far,Chinese,藍色
False,equal/far,Chinese,你选那个色块
False,closer/close,Chinese,暗淡的
False,closer/close,Chinese,不明艳的花
True,closer/close,Chinese,最亮的
False,closer/close,Chinese,水泥
True,closer/close,Chinese,最黯淡的
True,further/split,Chinese,最亮的
True,further/split,Chinese,最艳丽的
True,closer/close,Chinese,最黯淡的
False,further/split,Chinese,阳光
False,further/split,Chinese,芒果
False,further/split,Chinese,水泥
False,further/split,Chinese,荧光
False,equal/far,Chinese,基佬
False,closer/close,Chinese,军队
False,further/split,Chinese,更黯淡的草地
False,equal/far,Chinese,海
False,further/split,Chinese,不繁茂的草地
False,further/split,Chinese,海
False,equal/far,Chinese,水泥
False,equal/far,Chinese,阴天
False,equal/far,Chinese,阴天
False,further/split,Chinese,？？？红色的阴天
False,equal/far,Chinese,花
False,closer/close,Chinese,= =
False,closer/close,Chinese,阴天
False,closer/close,Chinese,您在乱选吗
False,equal/far,Chinese,军队
False,closer/close,Chinese,喂。。。
False,closer/close,Chinese,我还没说你选啥啊
False,equal/far,Chinese,excuse me
False,further/split,Chinese,草地
False,further/split,Chinese,花
False,closer/close,Chinese,明亮
False,closer/close,Chinese,黯淡
False,further/split,Chinese,阴天
False,closer/close,Chinese,阴天
False,equal/far,Chinese,地
False,equal/far,Chinese,基佬
False,further/split,Chinese,湖水
False,equal/far,Chinese,海
False,closer/close,Chinese,黯淡
False,further/split,Chinese,大妈
False,equal/far,Chinese,赭石
False,equal/far,Chinese,军队
False,equal/far,Chinese,香蕉
False,further/split,Chinese,天
False,further/split,Chinese,阴天
False,closer/close,Chinese,大妈
False,equal/far,Chinese,天
False,equal/far,Chinese,草地
False,further/split,Chinese,深海
False,closer/close,Chinese,淡
